year,category,diff_east_west,diff_east_interior,diff_west_interior
2022,canned,0.11812500000000004,0.0032916666666669148,0.11483333333333312
2022,condiments,0.05434027777777839,0.232034722222223,0.1776944444444446
2022,dairy,0.44235416666666616,0.47313194444444395,0.030777777777777793
2022,drinks,0.22802083333333378,0.42793749999999964,0.19991666666666585
2022,frozen,0.025624999999999787,0.16384722222222114,0.13822222222222136
2022,fruits,0.20331018518518507,0.40284722222222236,0.1995370370370373
2022,grains,0.2189583333333336,0.38162499999999966,0.16266666666666607
2022,meat_alts,0.11388888888888893,0.2374444444444448,0.3513333333333337
2022,meats,1.024916666666666,0.43358333333333476,0.5913333333333313
2022,nuts,0.2531250000000007,0.2620416666666676,0.008916666666666906
2022,pantry,0.2680729166666662,0.5230312499999998,0.2549583333333336
2022,seafood,1.3349999999999973,0.09908333333333275,1.2359166666666646
2022,snacks,0.08416666666666694,0.18799999999999972,0.10383333333333278
2022,veggies,0.3120000000000003,0.4925000000000006,0.18050000000000033
2023,baby,1.4393749999999947,1.559124999999998,0.11975000000000335
2023,beans,0.05416666666666714,0.09283333333333355,0.038666666666666405
2023,canned,0.050000000000000266,0.08066666666666644,0.1306666666666667
2023,condiments,0.04329861111111111,0.2629374999999996,0.2196388888888885
2023,dairy,0.3775902777777782,0.4213958333333334,0.04380555555555521
2023,drinks,0.19645833333333318,0.4393333333333329,0.24287499999999973
2023,frozen,0.05381944444444464,0.08934722222222291,0.14316666666666755
2023,fruits,0.2545370370370361,0.4779629629629625,0.22342592592592636
2023,grains,0.19781249999999995,0.383104166666667,0.18529166666666708
2023,meat_alts,0.16840277777777768,0.21837499999999999,0.38677777777777766
2023,meats,0.9516666666666662,0.23609999999999864,0.7155666666666676
2023,nuts,0.1924999999999999,0.22199999999999953,0.029499999999999638
2023,pantry,0.21859375000000014,0.5161354166666676,0.2975416666666675
2023,seafood,0.5834374999999987,0.4719791666666673,1.055416666666666
2023,snacks,0.07083333333333375,0.23438888888888876,0.163555555555555
2023,veggies,0.2379791666666664,0.49904583333333363,0.2610666666666672
2024,baby,0.27718750000000014,0.15693749999999795,0.12025000000000219
2024,beans,0.2668750000000002,0.35124999999999984,0.08437499999999964
2024,canned,0.0006250000000000977,0.0971249999999999,0.09649999999999981
2024,condiments,0.07369791666666714,0.18238541666666652,0.25608333333333366
2024,dairy,0.43892708333333363,0.44626041666666616,0.007333333333332526
2024,drinks,0.13187499999999996,0.36781249999999943,0.23593749999999947
2024,frozen,0.03906250000000089,0.10843749999999908,0.14749999999999996
2024,fruits,0.311076388888889,0.5686041666666664,0.25752777777777736
2024,grains,0.18374999999999986,0.36306249999999984,0.17931249999999999
2024,meat_alts,0.06708333333333272,0.30349999999999966,0.3705833333333324
2024,meats,1.1302500000000002,0.25764999999999993,0.8726000000000003
2024,nuts,0.1939062499999995,0.08840624999999935,0.10550000000000015
2024,pantry,0.14570312499999982,0.43295312500000005,0.2872500000000002
2024,seafood,0.7370312500000011,0.4354687499999983,1.1724999999999994
2024,snacks,0.082395833333333,0.18814583333333346,0.10575000000000045
2024,veggies,0.2908749999999998,0.5132749999999993,0.2223999999999995
