Year,GEO,Products,Average_Price
2022,Alberta,"Milk, 4 litres",5.603333333333333
2022,Alberta,"Onions, per kilogram",5.096666666666667
2022,Alberta,"Orange juice, 2 litres",4.173333333333333
2022,Alberta,"Oranges, per kilogram",4.745833333333334
2022,Alberta,"Pasta sauce, 650 millilitres",2.591666666666667
2022,Alberta,"Peanuts, 450 grams",3.4808333333333334
2022,Alberta,"Pears, per kilogram",5.213333333333334
2022,Alberta,"Peppers, per kilogram",7.9875
2022,Alberta,"Pork loin cuts, per kilogram",9.42
2022,Alberta,"Potatoes, per kilogram",4.4558333333333335
2022,Alberta,"Roasted or ground coffee, 340 grams",5.899166666666666
2022,Alberta,"Salad dressing, 475 millilitres",3.266666666666667
2022,Alberta,"Salmon, per kilogram",25.450833333333335
2022,Alberta,"Salsa, 418 millilitres",3.9775000000000005
2022,Alberta,"Shrimp, 300 grams",7.651666666666666
2022,Alberta,"Squash, per kilogram",4.221666666666667
2022,Alberta,Tea (20 bags),4.1499999999999995
2022,Alberta,"Tofu, 350 grams ",2.776666666666667
2022,Alberta,"Tomatoes, per kilogram",4.8533333333333335
2022,Alberta,"Vegetable oil, 3 litres",13.5675
2022,Alberta,"Wheat flour, 2.5 kilograms",5.4725
2022,Alberta,"White bread, 675 grams",3.4683333333333333
2022,Alberta,"White rice, 2 kilograms",8.926666666666668
2022,Alberta,"White sugar, 2 kilograms",2.830833333333333
2022,Alberta,"Wieners, 400 grams",4.2775
2022,Alberta,"Yogurt, 500 grams",3.089166666666667
2023,Alberta,"Almonds, 200 grams",4.861666666666667
2023,Alberta,"Apple juice, 2 litres",3.9625
2023,Alberta,"Apples, per kilogram",5.894166666666667
2023,Alberta,"Avocado, unit",1.8458333333333332
2023,Alberta,"Baby food, 128 millilitres",1.5716666666666665
2023,Alberta,"Bacon, 500 grams",6.886666666666667
2023,Alberta,"Bananas, per kilogram",1.7891666666666666
2023,Alberta,"Block cheese, 500 grams",6.793333333333333
2023,Alberta,"Broccoli, unit",3.8800000000000003
2023,Alberta,"Brown rice, 900 grams ",6.0633333333333335
2023,Alberta,"Butter, 454 grams",6.450833333333333
2023,Alberta,"Cabbage, per kilogram",3.0366666666666666
2023,Alberta,"Canned beans and lentils, 540 millilitres",1.6708333333333334
2023,Alberta,"Canned soup, 284 millilitres",1.9616666666666667
2023,Alberta,"Cantaloupe, unit",4.195
2023,Alberta,"Celery, unit",3.6733333333333333
2023,Alberta,"Cereal, 400 grams",4.1258333333333335
2023,Alberta,"Chicken breasts, per kilogram",16.054166666666667
2023,Alberta,"Cream, 1 litre",4.6258333333333335
2023,Alberta,"Cucumber, unit",2.0083333333333333
2023,Alberta,"Dry or fresh pasta, 500 grams",3.5541666666666667
2023,Alberta,"Eggs, 1 dozen",4.848333333333334
2023,Alberta,"Flatbread and pita, 500 grams ",4.3325000000000005
2023,Alberta,"Grapes, per kilogram",9.416666666666666
2023,Alberta,"Ground beef, per kilogram",11.375833333333333
2023,Alberta,"Iceberg lettuce, unit",3.359166666666667
2023,Alberta,"Infant formula, 900 grams ",38.321666666666665
2023,Alberta,"Ketchup, 1 litre",4.331666666666667
2023,Alberta,"Lemons, unit",0.9408333333333334
2023,Alberta,"Limes, unit",0.8533333333333334
2023,Alberta,"Margarine, 907 grams",7.378333333333333
2023,Alberta,"Mayonnaise, 890 millilitres ",6.386666666666667
2023,Alberta,"Meatless burgers, 226 grams",5.857500000000001
2023,Alberta,"Milk, 4 litres",5.94
2023,Alberta,"Onions, per kilogram",5.399166666666667
2023,Alberta,"Orange juice, 2 litres",4.675833333333333
2023,Alberta,"Oranges, per kilogram",4.601666666666667
2023,Alberta,"Pasta sauce, 650 millilitres",3.0408333333333335
2023,Alberta,"Peanuts, 450 grams",3.9075
2023,Alberta,"Pears, per kilogram",5.528333333333333
2023,Alberta,"Peppers, per kilogram",8.700000000000001
2023,Alberta,"Pork loin cuts, per kilogram",9.5325
2023,Alberta,"Potatoes, per kilogram",5.1675
2023,Alberta,"Roasted or ground coffee, 340 grams",6.346666666666667
2023,Alberta,"Salad dressing, 475 millilitres",3.3958333333333335
2023,Alberta,"Salmon, per kilogram",25.84
2023,Alberta,"Salsa, 418 millilitres",4.661666666666666
2023,Alberta,"Shrimp, 300 grams",7.545000000000001
2023,Alberta,"Squash, per kilogram",4.426666666666667
2023,Alberta,Tea (20 bags),4.4558333333333335
2023,Alberta,"Tofu, 350 grams ",2.6833333333333336
2023,Alberta,"Tomatoes, per kilogram",4.9366666666666665
2023,Alberta,"Vegetable oil, 3 litres",14.444166666666668
2023,Alberta,"Wheat flour, 2.5 kilograms",5.8325
2023,Alberta,"White bread, 675 grams",3.635
2023,Alberta,"White rice, 2 kilograms",9.620833333333334
2023,Alberta,"White sugar, 2 kilograms",3.0641666666666665
2023,Alberta,"Wieners, 400 grams",4.258333333333334
2023,Alberta,"Yogurt, 500 grams",3.285833333333333
2024,Alberta,"Almonds, 200 grams",4.46125
2024,Alberta,"Apple juice, 2 litres",3.93
2024,Alberta,"Apples, per kilogram",6.02625
2024,Alberta,"Avocado, unit",1.995
2024,Alberta,"Baby food, 128 millilitres",1.52875
2024,Alberta,"Bacon, 500 grams",6.9125
2024,Alberta,"Bananas, per kilogram",1.7862500000000001
2024,Alberta,"Block cheese, 500 grams",6.98
2024,Alberta,"Broccoli, unit",3.84
2024,Alberta,"Brown rice, 900 grams ",6.0125
2024,Alberta,"Butter, 454 grams",6.2375
2024,Alberta,"Cabbage, per kilogram",2.7975
2024,Alberta,"Canned beans and lentils, 540 millilitres",1.7
2024,Alberta,"Canned soup, 284 millilitres",1.57375
2024,Alberta,"Cantaloupe, unit",4.08125
2024,Alberta,"Celery, unit",3.28375
2024,Alberta,"Cereal, 400 grams",4.1975
